CustomerID,Age,Tenure,MonthlyCharges,TotalCharges,Contract,PaymentMethod,TechSupport,PaperlessBilling,Churn
CUST-00637,53,52,55.99140362153634,3160.0651936127683,Month-to-month,Bank transfer,No,No,1
CUST-00638,29,9,86.78062199866169,718.1699885457416,One year,Bank transfer,No,Yes,1
CUST-00639,58,54,24.05959853023734,1383.78089431469,Month-to-month,Bank transfer,Yes,Yes,0
CUST-00640,36,1,59.075298456700416,63.09625106445742,Month-to-month,Electronic check,No,Yes,1
CUST-00641,29,44,99.08496776331792,4148.5178472396565,One year,Electronic check,No,No,0
CUST-00642,26,9,100.30060304590013,985.3649732579581,Month-to-month,Mailed check,Yes,Yes,1
CUST-00643,24,32,91.61487788756946,2882.7749880208908,Two year,Mailed check,No,No,0
CUST-00644,45,15,40.42386205698644,562.8524875525733,Month-to-month,Credit card,No,No,1
CUST-00645,31,12,44.720511893063325,546.4897839703169,Two year,Mailed check,Yes,No,0
CUST-00646,48,57,119.60887272645122,7494.860329612393,Two year,Electronic check,Yes,No,0
CUST-00647,69,8,30.33780072019599,262.0842096681047,Two year,Mailed check,Yes,No,0
CUST-00648,36,27,38.06626989024094,982.2793583366941,Month-to-month,Mailed check,Yes,Yes,0
CUST-00649,64,62,33.00262556501326,2077.668207949644,Two year,Bank transfer,Yes,Yes,0
CUST-00650,33,12,52.76549636836156,584.4771971647931,Month-to-month,Mailed check,Yes,Yes,0
CUST-00651,22,65,41.01758352339233,2645.7974879960893,Month-to-month,Credit card,Yes,Yes,0
CUST-00652,52,42,69.7687959547772,2943.809825202078,Month-to-month,Bank transfer,No,No,1
CUST-00653,29,62,67.60207068801199,4036.4825204372646,Month-to-month,Electronic check,Yes,Yes,1
CUST-00654,42,11,110.15056194513032,1207.8242176553765,Month-to-month,Credit card,No,Yes,1
CUST-00655,69,43,23.473994744478148,1094.157419191563,Month-to-month,Electronic check,Yes,Yes,1
CUST-00656,38,17,51.98795766677634,883.8196089531667,Month-to-month,Credit card,Yes,Yes,0
CUST-00657,53,32,79.66578919970902,2718.0643219671656,One year,Bank transfer,No,Yes,0
CUST-00658,40,40,80.48017618439638,3101.6354439047846,Month-to-month,Credit card,No,Yes,1
CUST-00659,33,23,68.01262290142091,1711.772939740324,One year,Credit card,No,No,0
CUST-00660,56,56,101.56655408146337,5225.272997514349,Two year,Mailed check,No,No,0
CUST-00661,62,6,26.27221714144588,160.33156401296446,Month-to-month,Electronic check,No,Yes,1
CUST-00662,59,50,101.54877655801359,5371.816337283568,One year,Bank transfer,Yes,No,0
CUST-00663,56,37,69.47542404357036,2732.044856725247,Two year,Credit card,Yes,No,0
CUST-00664,31,64,33.376069507700215,2007.170008580394,Month-to-month,Electronic check,No,No,1
CUST-00665,48,54,108.57019135404776,5747.4644265105535,Month-to-month,Electronic check,No,No,1
CUST-00666,22,49,84.92287795409635,4264.582564436764,Two year,Mailed check,Yes,No,0
CUST-00667,52,11,36.35456868241393,385.1745452255162,Two year,Electronic check,No,Yes,0
CUST-00668,40,49,23.36497233990266,1181.1297484216323,One year,Bank transfer,Yes,No,0
CUST-00669,46,21,34.11096483326493,698.9636468151132,Month-to-month,Mailed check,Yes,No,0
CUST-00670,60,66,80.87979601803936,5178.849438595398,Two year,Credit card,No,Yes,0
CUST-00671,28,63,37.929623526004846,2202.2568656776393,Month-to-month,Bank transfer,Yes,No,0
CUST-00672,35,28,42.57630748750281,1082.2819074680458,Month-to-month,Bank transfer,No,No,1
CUST-00673,64,17,22.513972575631417,408.4019064921859,Month-to-month,Bank transfer,No,Yes,1
CUST-00674,29,6,92.29306722386036,552.6004382772034,Month-to-month,Mailed check,Yes,No,1
CUST-00675,26,19,101.03643997594371,1943.8317742313016,One year,Electronic check,No,Yes,0
CUST-00676,27,56,99.68481767721232,5439.688400314925,Two year,Bank transfer,No,No,0
CUST-00677,61,28,32.75681513642842,850.55545130578,One year,Electronic check,Yes,No,0
CUST-00678,34,66,110.33011273887594,7208.3462419907955,Month-to-month,Electronic check,No,Yes,1
CUST-00679,55,38,87.227882947408,3134.9765499402274,One year,Bank transfer,No,No,0
CUST-00680,24,37,109.75286223768644,4335.112341550165,One year,Electronic check,Yes,Yes,0
CUST-00681,63,68,64.71605045306636,4829.132660432555,Month-to-month,Mailed check,No,No,1
CUST-00682,30,49,63.69548610836978,3363.958760731911,Two year,Mailed check,Yes,No,0
CUST-00683,57,43,98.45365186848953,4257.446891059851,Two year,Credit card,Yes,No,0
CUST-00684,59,36,29.32978554767435,1082.9304312941547,One year,Electronic check,No,No,0
CUST-00685,26,58,72.08740366348857,4555.795703780505,Month-to-month,Electronic check,Yes,Yes,0
CUST-00686,67,13,103.63842356312257,1357.7227363261168,One year,Credit card,No,No,0
CUST-00687,44,52,103.01925630695713,5505.485751464549,Two year,Mailed check,No,No,0
CUST-00688,19,58,115.6132856342369,6878.882078116717,Month-to-month,Credit card,Yes,Yes,0
CUST-00689,22,32,89.82725935305464,2994.1199964543234,Two year,Credit card,No,Yes,0
CUST-00690,46,60,40.77706294397284,2515.2687486656496,Month-to-month,Credit card,No,Yes,1
CUST-00691,54,58,22.028031489458083,1321.245351440517,One year,Electronic check,No,No,0
CUST-00692,55,56,67.9415798627102,3976.621898360165,One year,Electronic check,Yes,Yes,0
CUST-00693,36,28,71.37038656225556,2121.9098001851385,One year,Electronic check,Yes,Yes,0
CUST-00694,25,1,44.02625844989315,43.17263305416119,Two year,Electronic check,No,Yes,1
CUST-00695,65,42,32.469744712360324,1430.7794782878661,Month-to-month,Bank transfer,No,Yes,1
CUST-00696,62,48,78.6208166190509,3472.0490511236376,Month-to-month,Credit card,Yes,No,1
CUST-00697,18,40,96.42556740241413,4147.215928908116,One year,Credit card,No,No,0
CUST-00698,39,63,119.31541035901606,7201.228888174284,Month-to-month,Electronic check,No,No,1
CUST-00699,69,4,95.83026172105185,375.91990819022044,Month-to-month,Mailed check,Yes,Yes,1
CUST-00700,34,38,99.3632414255581,4005.0778061359383,Month-to-month,Bank transfer,No,Yes,1
CUST-00701,24,27,81.64608782287975,2264.840432227655,Month-to-month,Bank transfer,Yes,Yes,1
CUST-00702,42,9,118.59226589700178,1026.4789605099509,One year,Mailed check,Yes,No,0
CUST-00703,62,16,83.99563851145705,1270.1213297932345,One year,Electronic check,Yes,Yes,0
CUST-00704,21,56,106.02532863997044,6480.946842133741,Month-to-month,Bank transfer,Yes,Yes,0
CUST-00705,53,31,114.57846462409557,3259.0943032114615,Month-to-month,Bank transfer,Yes,No,0
CUST-00706,23,14,112.9858500500561,1424.993167238307,Month-to-month,Credit card,No,No,1
CUST-00707,48,25,58.14153437833565,1503.811862290871,Month-to-month,Credit card,No,No,1
CUST-00708,36,34,27.866205831425866,969.1427803115882,Month-to-month,Electronic check,Yes,No,0
CUST-00709,61,67,37.18737025392468,2609.959401811344,Month-to-month,Electronic check,No,No,1
CUST-00710,56,24,25.92233053966075,650.9574789381196,One year,Credit card,No,Yes,0
CUST-00711,44,26,30.539693482914004,851.7199070439551,One year,Credit card,Yes,Yes,0
CUST-00712,27,20,38.465124589369765,834.2483298686136,Month-to-month,Credit card,Yes,Yes,1
CUST-00713,43,64,54.10943165874018,3653.485855443381,One year,Mailed check,Yes,No,0
CUST-00714,36,10,74.35396465750759,703.729463441574,Two year,Bank transfer,Yes,No,0
CUST-00715,56,67,91.1682059355086,6063.674759359828,Month-to-month,Electronic check,No,No,1
CUST-00716,20,24,41.092733610651194,1014.1782464932693,Month-to-month,Electronic check,No,No,1
CUST-00717,62,5,87.25224042381393,439.69591002065914,One year,Mailed check,No,Yes,1
CUST-00718,30,67,90.42590745024197,5645.219472746317,Month-to-month,Credit card,No,Yes,1
CUST-00719,67,58,75.86223368661894,4478.5699913528215,One year,Bank transfer,Yes,Yes,0
CUST-00720,45,27,110.36178697987106,3210.1214077969466,Two year,Credit card,No,Yes,0
CUST-00721,37,15,31.099481392181065,458.890004586165,Month-to-month,Electronic check,Yes,Yes,0
CUST-00722,45,35,37.71214576024195,1364.5208367000496,One year,Mailed check,Yes,Yes,0
CUST-00723,25,53,62.86648243894848,3409.180405450262,One year,Bank transfer,No,Yes,0
CUST-00724,58,44,32.671273523423885,1402.185050725458,Month-to-month,Bank transfer,Yes,Yes,0
CUST-00725,56,26,76.62961437240875,2018.3788523358605,Month-to-month,Bank transfer,Yes,No,0
CUST-00726,18,47,59.84004666094244,2649.4774941795404,Two year,Bank transfer,No,Yes,0
CUST-00727,20,34,48.45957945359184,1662.8192023117847,Two year,Mailed check,No,Yes,0
CUST-00728,30,50,36.99898130176373,1960.512969397859,One year,Electronic check,Yes,No,0
CUST-00729,45,12,53.53382383482103,675.6758002891772,Two year,Bank transfer,Yes,No,0
CUST-00730,66,4,80.7959350832342,314.0023843548115,Month-to-month,Bank transfer,No,Yes,1
CUST-00731,42,48,77.57852108894116,3434.86800178749,Month-to-month,Electronic check,No,Yes,1
CUST-00732,50,55,36.36240002102338,2119.904948022712,Month-to-month,Credit card,Yes,No,0
CUST-00733,55,1,32.49198107406334,30.965111982605613,Month-to-month,Bank transfer,No,No,1
CUST-00734,23,66,22.66767626088725,1362.33137194194,Two year,Bank transfer,No,No,0
CUST-00735,61,30,21.242559379393228,630.2913305996749,Two year,Credit card,No,Yes,0
CUST-00736,62,3,107.98104357196851,339.4580973270065,Two year,Electronic check,No,No,1
CUST-00737,49,21,24.508885600538992,546.4420751717448,One year,Electronic check,No,Yes,0
CUST-00738,62,49,93.12211098732463,5003.0395225489865,Month-to-month,Bank transfer,Yes,No,1
CUST-00739,64,62,107.1985096244957,6233.449182896123,Month-to-month,Electronic check,Yes,Yes,1
CUST-00740,38,38,29.805784856245758,1085.9094164793216,Month-to-month,Credit card,No,No,1
CUST-00741,33,15,63.63014238330176,975.3528237731338,One year,Mailed check,No,Yes,0
CUST-00742,38,52,116.23029831742767,6420.3262487747215,Month-to-month,Credit card,No,No,1
CUST-00743,28,46,103.41386605235851,4504.034801183004,Two year,Credit card,No,No,0
CUST-00744,54,25,68.9704031857855,1693.193896249963,Two year,Mailed check,No,Yes,0
CUST-00745,53,21,96.25711127915528,1984.3675712528293,Month-to-month,Credit card,Yes,Yes,0
CUST-00746,52,5,103.33776244316638,544.8934835027602,Month-to-month,Bank transfer,No,Yes,1
CUST-00747,36,70,54.80269631887193,3637.4221511065425,One year,Bank transfer,No,No,0
CUST-00748,37,47,109.2152916869961,5614.357370738588,Month-to-month,Electronic check,No,No,1
CUST-00749,35,68,67.04733196771568,4568.75993558875,One year,Electronic check,No,No,0
CUST-00750,64,18,72.780736355883,1252.9524444162578,One year,Credit card,No,No,0
CUST-00751,58,21,119.9707637821831,2410.691693740472,Month-to-month,Bank transfer,Yes,No,1
CUST-00752,66,23,104.33029661521613,2168.419657923021,Month-to-month,Bank transfer,No,Yes,1
CUST-00753,31,64,56.177000577298,3733.69847228923,Month-to-month,Mailed check,No,Yes,1
CUST-00754,32,67,21.034559647269994,1487.0951401984728,Two year,Electronic check,No,No,0
CUST-00755,48,40,82.61740737938948,2995.6594538663635,Month-to-month,Bank transfer,No,No,1
CUST-00756,18,10,90.39134261281077,919.4489028658279,Two year,Credit card,Yes,Yes,1
CUST-00757,20,52,85.08026901433797,4673.407766763669,One year,Bank transfer,No,No,0
CUST-00758,33,61,116.78623511632131,6947.628144655166,One year,Electronic check,No,Yes,0
CUST-00759,40,64,106.29710273321443,6711.5025765005275,Month-to-month,Credit card,Yes,Yes,1
CUST-00760,28,5,64.88316931806486,315.43763154191953,One year,Electronic check,No,Yes,1
CUST-00761,29,53,26.285748747238095,1341.7796393325664,One year,Bank transfer,No,Yes,0
CUST-00762,27,55,67.60587695019969,3711.735645312413,One year,Bank transfer,Yes,Yes,0
CUST-00763,49,37,88.9244019962023,3070.4835603375955,One year,Bank transfer,Yes,No,0
CUST-00764,33,56,80.77098082270047,4469.518927459386,One year,Electronic check,No,Yes,0
CUST-00765,25,59,73.81370677108849,4739.839151466335,Two year,Credit card,Yes,No,0
CUST-00766,55,69,66.88189580152414,4178.657047919355,Month-to-month,Bank transfer,No,Yes,1
CUST-00767,29,59,49.37618730273863,2717.8614865204363,Two year,Bank transfer,No,No,0
CUST-00768,41,2,47.734676172462926,100.77176582085615,Month-to-month,Bank transfer,Yes,Yes,1
CUST-00769,45,65,70.0231478925802,4216.565842500732,Two year,Mailed check,Yes,No,0
CUST-00770,25,60,36.0603146429649,2064.646685832451,Two year,Mailed check,No,No,0
CUST-00771,45,51,54.068542357480155,2732.589366039673,Month-to-month,Credit card,No,Yes,1
CUST-00772,53,30,52.39792747100996,1711.2625271329046,One year,Electronic check,Yes,Yes,0
CUST-00773,43,11,78.71328015842009,811.0382303727419,One year,Bank transfer,No,Yes,1
CUST-00774,25,39,26.668230036302457,1128.0677261820333,Month-to-month,Bank transfer,No,No,1
CUST-00775,67,63,102.96686802650952,6770.422572399477,Month-to-month,Electronic check,Yes,Yes,1
CUST-00776,45,64,76.23783803844022,5046.232425661187,Month-to-month,Electronic check,Yes,Yes,1
CUST-00777,45,61,87.08266807759354,5549.536241694738,Two year,Credit card,No,No,0
CUST-00778,54,54,90.30939037594328,4419.51249386349,Two year,Electronic check,Yes,Yes,0
CUST-00779,58,58,49.14841368425365,2621.932369274535,One year,Bank transfer,No,Yes,0
CUST-00780,53,56,67.03715673848666,3630.0771289205154,One year,Credit card,Yes,No,0
CUST-00781,44,34,115.62459558696672,3596.269394487975,One year,Mailed check,Yes,Yes,0
CUST-00782,34,31,96.67052379968149,3289.02666401092,Month-to-month,Credit card,Yes,No,1
CUST-00783,26,52,116.95568752231853,6179.504268084156,Month-to-month,Credit card,Yes,Yes,1
CUST-00784,50,1,94.62543451462884,94.38591239113781,One year,Credit card,Yes,No,0
CUST-00785,37,55,37.56001397085174,2183.762861323006,Two year,Electronic check,Yes,No,0
CUST-00786,30,22,26.453588384467622,637.4949876043086,One year,Bank transfer,Yes,Yes,0
CUST-00787,45,40,77.76614367196636,3393.7953866867715,One year,Electronic check,Yes,No,0
CUST-00788,65,1,55.78132797026095,59.05083766125396,One year,Bank transfer,No,Yes,1
CUST-00789,46,65,47.54579101381702,3014.5583911106864,Month-to-month,Electronic check,No,No,1
CUST-00790,30,63,100.72109964254174,5794.594607529348,One year,Credit card,No,No,0
CUST-00791,63,54,56.69932670819473,2815.8286887471845,Month-to-month,Bank transfer,No,Yes,1
CUST-00792,52,42,51.70009697343039,1954.7641050946122,Month-to-month,Electronic check,No,Yes,1
CUST-00793,23,21,104.99875931690104,1985.3156950361242,One year,Credit card,Yes,Yes,0
CUST-00794,35,22,104.62873364864602,2502.7460849701297,One year,Mailed check,Yes,No,0
CUST-00795,68,38,55.63666377550566,2294.7524999901866,Month-to-month,Electronic check,Yes,Yes,0
CUST-00796,22,8,103.24987009859662,853.6788136752484,One year,Electronic check,No,No,1
CUST-00797,64,62,105.07784903326605,6810.178552389001,One year,Mailed check,No,No,0
CUST-00798,42,47,62.39305350296662,2940.220204498531,One year,Electronic check,No,Yes,0
CUST-00799,19,17,26.647313020917156,429.25260318182814,Two year,Mailed check,Yes,No,0
CUST-00800,27,17,20.15846444663401,371.0953409436787,Month-to-month,Bank transfer,No,Yes,1
CUST-00801,47,13,72.3292462888995,898.473739371021,Two year,Mailed check,Yes,No,0
CUST-00802,67,17,54.40754933703557,969.2640869758796,One year,Credit card,No,Yes,0
CUST-00803,62,38,119.7131894158366,4317.493431493753,One year,Mailed check,No,No,0
CUST-00804,22,45,97.24109996272843,4699.792252207873,One year,Bank transfer,Yes,No,0
CUST-00805,50,6,96.12754563504124,594.2112045717113,Month-to-month,Mailed check,Yes,Yes,1
CUST-00806,18,35,115.52427682873437,4158.742862403848,Month-to-month,Mailed check,No,No,1
CUST-00807,35,14,108.77243978933208,1400.1871826542838,One year,Bank transfer,No,No,0
CUST-00808,49,61,51.81874794563887,3110.032773260747,One year,Electronic check,Yes,No,0
CUST-00809,64,15,36.59872216038764,551.7156910475277,One year,Electronic check,No,No,0
CUST-00810,66,54,94.58922650654823,4897.413191143407,Month-to-month,Credit card,No,No,1
CUST-00811,28,27,57.8273893682873,1680.3056559205577,Month-to-month,Credit card,Yes,Yes,0
CUST-00812,38,13,67.31726516309564,934.22509129507,Month-to-month,Mailed check,Yes,Yes,0
CUST-00813,43,31,83.03977312748269,2570.9487154025765,One year,Electronic check,No,No,0
CUST-00814,42,35,110.78726769352407,3753.4968274464,Month-to-month,Electronic check,No,Yes,1
CUST-00815,39,60,61.908775367096595,3938.5438754011725,One year,Mailed check,Yes,Yes,0
CUST-00816,44,6,98.33168902193613,554.2239230272997,Month-to-month,Bank transfer,Yes,No,1
CUST-00817,66,69,46.833979127465746,2954.6117356111076,One year,Electronic check,Yes,Yes,0
CUST-00818,30,58,89.79717909236136,4735.026951990002,Month-to-month,Credit card,No,No,1
CUST-00819,50,49,20.157942107791186,896.6070413040716,Month-to-month,Mailed check,Yes,Yes,1
CUST-00820,51,23,107.15072134906347,2458.989884046323,One year,Bank transfer,No,No,0
CUST-00821,58,34,23.03795799544625,744.9584674646829,One year,Credit card,No,No,0
CUST-00822,52,26,91.27537547625842,2463.517877937699,Month-to-month,Electronic check,No,No,1
CUST-00823,18,47,24.62581892612839,1193.036726271871,Two year,Bank transfer,No,No,0
CUST-00824,38,5,46.624569939400345,235.0820144589424,Month-to-month,Credit card,No,Yes,1
CUST-00825,65,20,69.7202403556553,1353.3655999579382,Month-to-month,Mailed check,No,Yes,1
CUST-00826,23,6,61.99386853482382,398.034577263567,Month-to-month,Bank transfer,No,No,1
CUST-00827,45,70,39.18361146010106,2857.889559110993,Month-to-month,Bank transfer,No,Yes,1
CUST-00828,34,59,53.38149117092374,3005.59192000957,Month-to-month,Mailed check,Yes,No,0
CUST-00829,22,64,92.7706370060967,5939.32599435515,Month-to-month,Electronic check,Yes,No,1
CUST-00830,48,18,86.92570925796483,1457.0988383681654,One year,Electronic check,No,Yes,0
CUST-00831,22,4,27.181458376391568,105.00254541239435,Month-to-month,Bank transfer,No,No,1
CUST-00832,55,17,94.73158255728863,1770.559482810547,One year,Bank transfer,No,No,0
CUST-00833,20,14,25.304588119702835,334.69781053940056,Month-to-month,Bank transfer,No,Yes,1
CUST-00834,40,13,74.29263890997845,1004.1085596314708,Month-to-month,Credit card,No,No,1
CUST-00835,54,7,46.00627480421906,305.1957864970749,Month-to-month,Bank transfer,No,No,1
CUST-00836,54,44,78.76901275598189,3769.5371020709117,One year,Electronic check,Yes,Yes,0
CUST-00837,27,15,46.132839594090186,665.7152608926159,One year,Mailed check,No,Yes,0
CUST-00838,27,19,118.4957969625831,2182.386681214404,Two year,Mailed check,No,No,0
CUST-00839,36,63,50.97281837275318,3271.569701762584,Month-to-month,Mailed check,No,Yes,1
CUST-00840,34,35,44.1960635674496,1574.1215789213895,One year,Bank transfer,No,Yes,0
CUST-00841,38,35,47.8465290915346,1701.113233697901,One year,Bank transfer,No,Yes,0
CUST-00842,31,19,109.64728572592954,2113.820695911151,Month-to-month,Mailed check,No,Yes,1
CUST-00843,26,20,83.62188286693447,1609.6165150418742,Month-to-month,Credit card,Yes,Yes,0
CUST-00844,63,35,93.06840974207765,3214.6639875081783,Month-to-month,Credit card,Yes,Yes,1
CUST-00845,18,32,111.80105100943504,3644.4877580145076,One year,Credit card,No,No,0
CUST-00846,68,48,111.18724848450074,5519.801243718245,Month-to-month,Credit card,Yes,No,1
CUST-00847,62,44,93.89458465787276,3927.379056040725,One year,Electronic check,No,Yes,0
CUST-00848,30,24,39.782442884132294,993.2514458660917,One year,Mailed check,Yes,Yes,0
CUST-00849,21,61,104.33733206750055,6903.372135021856,One year,Electronic check,Yes,Yes,0
CUST-00850,18,17,40.37760341910637,721.8285666806241,Month-to-month,Bank transfer,Yes,No,0
CUST-00851,66,71,94.28988140984319,6137.904096132399,One year,Credit card,Yes,No,0
CUST-00852,57,50,88.56030665448743,4400.673418560263,Month-to-month,Credit card,Yes,No,1
CUST-00853,49,65,95.88888501404466,6152.080303719732,Month-to-month,Mailed check,No,No,1
CUST-00854,51,32,73.26856807138157,2267.9275017220643,One year,Credit card,Yes,Yes,0
CUST-00855,45,36,83.87261822492196,3014.172637433631,Month-to-month,Mailed check,No,Yes,1
CUST-00856,48,13,115.33200804342553,1481.2144934218613,Month-to-month,Bank transfer,No,Yes,1
CUST-00857,25,70,30.108859417421492,1899.4591477115405,Month-to-month,Credit card,No,Yes,1
CUST-00858,56,58,50.884727478162,2795.8125643271915,Month-to-month,Credit card,No,Yes,1
CUST-00859,43,14,81.13570130983824,1070.8768565019757,Month-to-month,Electronic check,No,No,1
CUST-00860,51,37,116.40541301314893,4177.152441826776,Month-to-month,Mailed check,Yes,Yes,0
CUST-00861,20,68,29.557444766260115,1879.043958598722,One year,Mailed check,Yes,No,0
CUST-00862,67,40,22.254922153008643,813.2485243216015,Month-to-month,Credit card,No,Yes,1
CUST-00863,29,59,25.5749598470328,1417.3650851780267,Two year,Electronic check,Yes,Yes,0
CUST-00864,18,16,25.240568646119883,432.45670120565933,Month-to-month,Credit card,No,No,1
CUST-00865,61,62,110.78158577774043,7276.498784539813,Month-to-month,Mailed check,No,No,1
CUST-00866,22,4,92.12579079338248,364.2356162918522,One year,Mailed check,No,Yes,1
CUST-00867,47,45,87.71063661962783,4245.224222275945,Month-to-month,Credit card,Yes,No,0
CUST-00868,47,28,72.25728202618095,1915.0295041033155,Two year,Bank transfer,No,No,0
CUST-00869,34,66,98.19526169721519,6590.037262293306,One year,Credit card,No,No,0
CUST-00870,65,31,35.56479927615908,1023.7730857691827,Month-to-month,Electronic check,No,Yes,1
CUST-00871,64,3,59.19411897884374,189.42357298742033,One year,Mailed check,No,Yes,1
CUST-00872,40,8,69.00042507643435,511.2193533088564,Month-to-month,Mailed check,Yes,Yes,1
CUST-00873,32,24,31.040949767672625,675.2315690350404,Two year,Credit card,Yes,No,0
CUST-00874,54,15,61.9513709337517,887.1642423855947,Two year,Bank transfer,Yes,No,0
CUST-00875,38,43,51.65017792626203,2399.0496216635056,One year,Mailed check,Yes,Yes,0
CUST-00876,31,31,23.558214579346263,676.1828085957636,Month-to-month,Credit card,Yes,Yes,0
CUST-00877,19,45,33.673540272923525,1463.991928543202,Month-to-month,Bank transfer,Yes,No,0
CUST-00878,28,66,96.40368231674718,6129.025859773945,Month-to-month,Credit card,No,Yes,1
CUST-00879,68,8,21.803790950464446,184.95357928594777,Month-to-month,Credit card,No,Yes,1
CUST-00880,56,71,113.42532990963612,7926.804118227584,Month-to-month,Credit card,Yes,No,0
CUST-00881,55,57,28.642463244723743,1669.049733293437,Two year,Mailed check,No,No,0
CUST-00882,51,30,99.92380942034582,2940.387796795362,Month-to-month,Bank transfer,No,Yes,1
CUST-00883,55,18,109.86165409434707,1997.8611237699465,One year,Electronic check,No,No,0
CUST-00884,67,69,114.1135584850447,7184.781580247038,One year,Electronic check,No,No,0
CUST-00885,51,39,106.74770234959726,4058.2732609049112,Two year,Mailed check,Yes,Yes,0
CUST-00886,35,60,48.75500394254432,3133.0584747810426,Month-to-month,Mailed check,Yes,No,0
CUST-00887,47,43,53.308713133847704,2379.8705316232945,Month-to-month,Credit card,Yes,No,1
CUST-00888,32,45,62.654569861007595,3091.1547673132636,One year,Credit card,Yes,Yes,0
CUST-00889,44,23,33.92966894071009,825.3198527261127,Two year,Bank transfer,No,No,0
CUST-00890,68,69,22.227245506722387,1518.806224453122,Two year,Credit card,No,No,0
CUST-00891,51,6,106.91216142810346,664.0887982688531,One year,Bank transfer,Yes,Yes,1
CUST-00892,69,56,75.41287162104564,4456.16416793408,Month-to-month,Credit card,No,No,1
CUST-00893,55,4,80.87229421782163,308.588208216876,One year,Credit card,No,Yes,1
CUST-00894,50,23,112.69884748177954,2363.9802995358905,Month-to-month,Electronic check,Yes,Yes,1
CUST-00895,41,6,86.51201781136157,509.2976954746919,One year,Mailed check,No,No,1
CUST-00896,32,32,89.08535043398135,2648.1429523021493,One year,Bank transfer,Yes,Yes,0
CUST-00897,47,18,98.69686484367422,1697.3953960422332,One year,Electronic check,No,Yes,0
CUST-00898,59,15,31.63484498574038,516.9303387318075,Two year,Credit card,Yes,No,0
CUST-00899,68,40,56.01621532137915,2396.186639065208,One year,Electronic check,Yes,Yes,0
CUST-00900,34,6,116.82079277033662,713.886794770155,Month-to-month,Bank transfer,No,Yes,1
CUST-00901,22,63,112.29300781006066,6934.748406084474,Month-to-month,Mailed check,No,No,1
CUST-00902,46,67,108.40752963101848,6920.9564149289945,Two year,Electronic check,Yes,Yes,0
CUST-00903,21,11,65.20885103389725,727.5487284709586,Month-to-month,Bank transfer,No,Yes,1
CUST-00904,27,43,105.71929535868057,4576.078533195556,Month-to-month,Credit card,No,No,1
CUST-00905,34,17,24.83958819457656,445.98623012846934,Month-to-month,Electronic check,Yes,No,0
CUST-00906,27,4,34.85174242571175,151.34076920029457,One year,Mailed check,No,Yes,1
CUST-00907,34,63,61.39676984840541,3735.662516486953,Month-to-month,Bank transfer,No,Yes,1
CUST-00908,37,68,68.33920666821264,4374.09470815868,Two year,Mailed check,Yes,Yes,0
CUST-00909,41,41,46.350715352085686,1863.4358093015182,Two year,Credit card,No,No,0
CUST-00910,22,5,55.647667084778746,274.76265461403483,Two year,Mailed check,No,Yes,1
CUST-00911,51,32,36.277610102536876,1054.0521233792315,Month-to-month,Credit card,No,No,1
CUST-00912,23,70,68.91340317159072,5172.898567300597,Two year,Credit card,No,Yes,0
CUST-00913,19,35,99.38432928678613,3823.2303102844858,Two year,Electronic check,Yes,Yes,0
CUST-00914,30,22,86.13603936613057,2055.3883567630214,Two year,Credit card,Yes,No,0
CUST-00915,60,65,30.779224736554127,2144.9624578330386,One year,Mailed check,No,Yes,0
CUST-00916,60,22,68.7581603396716,1661.7088063268004,One year,Electronic check,No,No,0
CUST-00917,65,11,89.7646382779725,1067.9459291001497,Month-to-month,Credit card,Yes,No,1
CUST-00918,28,3,72.98952965539412,227.2179073903986,Two year,Bank transfer,Yes,Yes,0
CUST-00919,68,9,59.167559653554896,497.0170843287321,Month-to-month,Bank transfer,No,Yes,1
CUST-00920,64,60,82.19144212838782,4592.5455803010445,Month-to-month,Credit card,Yes,No,0
CUST-00921,40,14,116.86386653002755,1488.4463696952423,Two year,Electronic check,Yes,No,0
CUST-00922,33,18,29.490790976607798,521.4735987000488,Month-to-month,Electronic check,No,No,1
CUST-00923,48,23,59.00160607475607,1440.8540758165664,Month-to-month,Electronic check,No,Yes,1
CUST-00924,28,47,60.66058530460956,2845.514164834382,Two year,Mailed check,No,Yes,0
CUST-00925,33,69,77.6967310468371,5217.742584833606,Two year,Bank transfer,No,Yes,0
CUST-00926,25,47,35.217460188191794,1525.8604571268095,Month-to-month,Credit card,Yes,Yes,0
CUST-00927,21,30,37.66430298704695,1028.631694535289,Two year,Credit card,No,No,0
CUST-00928,57,25,48.53613859978547,1188.9361896519322,Month-to-month,Bank transfer,Yes,No,0
CUST-00929,21,28,115.58700432685195,2977.472931005962,Month-to-month,Mailed check,No,No,1
CUST-00930,42,25,93.41085812309026,2150.1069261321954,Month-to-month,Electronic check,No,Yes,1
CUST-00931,20,58,86.16933016915031,4893.215178802177,Month-to-month,Bank transfer,No,Yes,1
CUST-00932,49,41,101.69576873942623,4171.897691774827,Month-to-month,Credit card,No,Yes,1
CUST-00933,20,25,32.757646891669296,767.623515523702,Month-to-month,Mailed check,Yes,No,1
CUST-00934,44,48,105.93328197237517,5272.564551135991,Two year,Credit card,No,No,0
CUST-00935,46,10,79.48327138875041,781.9074623358952,One year,Electronic check,Yes,No,0
CUST-00936,49,11,53.53290074589354,540.8016535803163,Two year,Bank transfer,Yes,No,0
CUST-00937,67,21,101.58552557456903,2191.7629080404386,One year,Electronic check,Yes,Yes,0
